Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Starbucks,Tall Cappuccino with Soy Milk,Espresso Beverages,100,25,3,0,0,0,65,12,1,9,5,6,0,20,6
Starbucks,Grande Cappuccino with Soy Milk,Espresso Beverages,120,30,4,0,0,0,80,16,1,11,7,8,0,25,6
Starbucks,Venti Cappuccino with Soy Milk,Espresso Beverages,160,40,5,0.5,0,0,110,20,1,15,9,10,0,35,10
Starbucks,Short Cappuccino with Whole Milk,Espresso Beverages,90,40,5,2.5,0,15,60,8,0,7,5,4,0,15,0
Starbucks,Tall Cappuccino with Whole Milk,Espresso Beverages,110,50,6,3,0,15,75,9,0,8,6,6,0,20,0
Starbucks,Grande Cappuccino with Whole Milk,Espresso Beverages,140,60,7,4,0,20,90,12,0,10,7,6,0,25,0
Starbucks,Venti Cappuccino with Whole Milk,Espresso Beverages,190,80,9,5,0,30,125,16,0,14,10,10,0,35,0
Starbucks,Short Caramel Brulee Latte with 2% Milk,Espresso Beverages,180,25,3,2,0,10,125,33,0,25,6,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with 2% Milk,Espresso Beverages,280,45,5,3,0,20,200,50,0,39,10,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with 2% Milk,Espresso Beverages,360,50,6,4,0,25,250,66,0,51,12,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with 2% Milk,Espresso Beverages,460,70,8,5,0,30,320,83,0,64,16,NA,NA,NA,NA
Starbucks,Short Caramel Brulee Latte with Almond Milk,Espresso Beverages,150,25,3,0,0,0,125,29,1,21,2,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with Almond Milk,Espresso Beverages,220,35,4,0,0,0,190,44,1,31,2,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with Almond Milk,Espresso Beverages,290,45,5,0.5,0,0,250,59,1,41,3,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with Almond Milk,Espresso Beverages,350,45,5,0.5,0,0,270,71,1,51,3,NA,NA,NA,NA
Starbucks,Short Caramel Brulee Latte with Coconut Milk,Espresso Beverages,160,30,4,3,0,0,115,31,0,23,2,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with Coconut Milk,Espresso Beverages,240,50,6,5,0,0,180,47,0,35,2,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with Coconut Milk,Espresso Beverages,320,60,7,6,0,0,230,62,0,46,3,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with Coconut Milk,Espresso Beverages,370,60,7,6,0,0,260,75,0,55,4,NA,NA,NA,NA
Starbucks,Short Caramel Brulee Latte with Nonfat Milk,Espresso Beverages,160,0,0,0,0,5,120,33,0,25,6,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with Nonfat Milk,Espresso Beverages,240,5,0,0,0,5,180,50,0,39,10,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with Nonfat Milk,Espresso Beverages,320,5,0,0,0,5,240,67,0,51,12,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with Nonfat Milk,Espresso Beverages,400,5,1,0,0,10,300,84,0,65,16,NA,NA,NA,NA
Starbucks,Short Caramel Brulee Latte with Soy Milk,Espresso Beverages,180,20,2,0,0,0,110,35,1,26,5,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with Soy Milk,Espresso Beverages,280,35,4,0.5,0,0,170,53,1,39,8,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with Soy Milk,Espresso Beverages,360,40,4,0.5,0,0,220,70,1,51,10,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with Soy Milk,Espresso Beverages,460,60,6,1,0,0,280,88,1,65,13,NA,NA,NA,NA
Starbucks,Short Caramel Brulee Latte with Whole Milk,Espresso Beverages,200,45,5,3,0,15,120,33,0,25,6,NA,NA,NA,NA
Starbucks,Tall Caramel Brulee Latte with Whole Milk,Espresso Beverages,300,70,8,4.5,0,25,190,50,0,39,9,NA,NA,NA,NA
Starbucks,Grande Caramel Brulee Latte with Whole Milk,Espresso Beverages,390,90,10,6,0,30,240,66,0,51,12,NA,NA,NA,NA
Starbucks,Venti Caramel Brulee Latte with Whole Milk,Espresso Beverages,500,120,13,7,0,40,310,83,0,64,15,NA,NA,NA,NA
Starbucks,Short Caramel Macchiato with 2% Milk,Espresso Beverages,120,35,4,2.5,0,15,80,16,0,15,5,6,0,20,2
Starbucks,Tall Caramel Macchiato with 2% Milk,Espresso Beverages,190,50,6,3.5,0,20,120,26,0,25,8,10,0,30,0
Starbucks,Grande Caramel Macchiato with 2% Milk,Espresso Beverages,250,60,7,4.5,0,25,150,35,0,33,10,10,2,35,0
Starbucks,Venti Caramel Macchiato with 2% Milk,Espresso Beverages,310,80,9,6,0,35,190,44,0,42,13,15,2,45,0
Starbucks,Short Caramel Macchiato with Coconut Milk,Espresso Beverages,100,40,4,3.5,0,0,70,14,0,13,1,6,0,15,0
Starbucks,Tall Caramel Macchiato with Coconut Milk,Espresso Beverages,150,60,6,6,0,5,105,23,0,21,1,10,0,20,0
Starbucks,Grande Caramel Macchiato with Coconut Milk,Espresso Beverages,200,70,8,7,0,5,130,32,0,29,1,15,0,25,0
Starbucks,Venti Caramel Macchiato with Coconut Milk,Espresso Beverages,250,90,10,9,0,5,170,39,0,36,1,15,0,35,0
Starbucks,Short Caramel Macchiato with Nonfat Milk,Espresso Beverages,100,10,1,0.5,0,5,70,16,0,15,5,6,0,20,0
Starbucks,Tall Caramel Macchiato with Nonfat Milk,Espresso Beverages,150,15,2,1,0,10,105,27,0,25,8,10,0,30,0
Starbucks,Grande Caramel Macchiato with Nonfat Milk,Espresso Beverages,200,15,2,1,0,10,135,36,0,34,11,15,0,35,0
Starbucks,Venti Caramel Macchiato with Nonfat Milk,Espresso Beverages,250,115,2,1,0,10,170,45,0,42,13,15,0,45,0
Starbucks,Short Caramel Macchiato with Soy Milk,Espresso Beverages,120,30,3,1,0,0,60,18,1,15,4,6,0,20,4
Starbucks,Tall Caramel Macchiato with Soy Milk,Espresso Beverages,190,40,5,1,0,5,95,29,1,25,6,10,0,25,8
Starbucks,Grande Caramel Macchiato with Soy Milk,Espresso Beverages,250,50,6,1.5,0,5,120,39,1,34,9,10,0,35,10
Starbucks,Venti Caramel Macchiato with Soy Milk,Espresso Beverages,310,60,7,1.5,0,5,150,49,1,43,11,15,0,45,10
Starbucks,Short Caramel Macchiato with Whole Milk,Espresso Beverages,140,50,6,3.5,0,20,70,16,0,15,5,6,0,15,0
Starbucks,Tall Caramel Macchiato with Whole Milk,Espresso Beverages,210,80,9,5,0,25,110,26,0,25,8,8,0,25,0
Starbucks,Grande Caramel Macchiato with Whole Milk,Espresso Beverages,280,100,11,6,0,35,140,35,0,33,10,10,0,35,0
Starbucks,Venti Caramel Macchiato with Whole Milk,Espresso Beverages,350,120,13,8,0,40,170,44,0,42,12,15,0,45,0
Starbucks,Short Caramelized Honey Latte with 2% Milk,Espresso Beverages,180,60,6,4,0,25,150,25,0,23,6,8,0,20,0
Starbucks,Grande Caramelized Honey Latte with 2% Milk,Espresso Beverages,340,110,12,8,0,50,290,47,1,45,12,15,2,40,0
Starbucks,Venti Caramelized Honey Latte with 2% Milk,Espresso Beverages,430,140,16,10,0,60,380,59,1,56,15,20,2,50,0
Starbucks,Short Caramelized Honey Latte with Coconut Milk,Espresso Beverages,150,60,7,5,0,10,140,23,1,21,1,10,0,15,0
Starbucks,Grande Caramelized Honey Latte with Coconut Milk,Espresso Beverages,290,120,13,11,0,20,280,43,1,40,2,20,0,30,0
Starbucks,Venti Caramelized Honey Latte with Coconut Milk,Espresso Beverages,370,150,17,14,0,25,350,54,1,50,2,25,0,40,0
Starbucks,Short Caramelized Honey Latte with Nonfat Milk,Espresso Beverages,150,30,3,2,0,15,140,25,0,24,6,10,0,20,0
Starbucks,Grande Caramelized Honey Latte with Nonfat Milk,Espresso Beverages,290,60,6,4,0,30,280,48,1,45,12,20,0,40,0
Starbucks,Venti Caramelized Honey Latte with Nonfat Milk,Espresso Beverages,360,70,8,5,0,35,350,60,1,57,15,25,0,50,0
Starbucks,Short Caramelized Honey Latte with Soy Milk,Espresso Beverages,180,50,6,2,0,10,130,27,1,24,5,8,0,20,6
Starbucks,Grande Caramelized Honey Latte with Soy Milk,Espresso Beverages,340,100,11,4.5,0,20,260,52,2,45,10,15,0,40,10
Starbucks,Venti Caramelized Honey Latte with Soy Milk,Espresso Beverages,430,130,14,5,0,25,330,65,3,57,12,20,0,50,15
Starbucks,Short Caramelized Honey Latte with Whole Milk,Espresso Beverages,190,80,8,5,0,25,140,25,0,23,6,8,0,20,0
Starbucks,Grande Caramelized Honey Latte with Whole Milk,Espresso Beverages,380,150,17,10,0,55,280,47,1,45,11,15,0,40,0
Starbucks,Venti Caramelized Honey Latte with Whole Milk,Espresso Beverages,480,190,21,13,0,70,360,59,1,56,15,20,0,50,0
Starbucks,Short Cascara Latte with 2% Milk,Espresso Beverages,120,30,4,2,0,15,80,17,0,16,6,6,0,20,0
Starbucks,Tall Cascara Latte with 2% Milk,Espresso Beverages,190,45,5,3.5,0,20,125,26,0,25,9,10,0,30,0
Starbucks,Grande Cascara Latte with 2% Milk,Espresso Beverages,240,60,7,4,0,25,160,34,0,32,11,15,2,40,0
Starbucks,Venti Cascara Latte with 2% Milk,Espresso Beverages,310,80,9,5,0,35,210,43,0,41,15,15,2,50,0
Starbucks,Short Cascara Latte with Almond Milk,Espresso Beverages,80,25,3,0,0,0,80,13,1,11,1,8,0,20,2
Starbucks,Tall Cascara Latte with Almond Milk,Espresso Beverages,120,40,5,0,0,0,125,19,1,16,2,10,0,35,2
Starbucks,Grande Cascara Latte with Almond Milk,Espresso Beverages,160,50,6,0,0,0,160,25,2,22,3,15,0,45,2
Starbucks,Venti Cascara Latte with Almond Milk,Espresso Beverages,200,70,7,0.5,0,0,210,32,2,27,3,20,0,60,4
Starbucks,Short Cascara Latte with Coconut Milk,Espresso Beverages,100,35,4,3.5,0,0,70,15,0,14,1,6,0,15,0
Starbucks,Tall Cascara Latte with Coconut Milk,Espresso Beverages,150,50,6,6,0,0,110,23,0,21,1,10,0,25,0
Starbucks,Grande Cascara Latte with Coconut Milk,Espresso Beverages,190,70,7,7,0,0,140,30,0,27,1,15,0,30,0
Starbucks,Venti Cascara Latte with Coconut Milk,Espresso Beverages,240,90,10,9,0,0,180,38,0,35,2,20,0,40,0
Starbucks,Short Cascara Latte with Nonfat Milk,Espresso Beverages,90,0,0,0,0,5,70,17,0,17,6,6,0,20,0
Starbucks,Tall Cascara Latte with Nonfat Milk,Espresso Beverages,140,0,0,0,0,5,115,26,0,25,9,10,0,35,0
Starbucks,Grande Cascara Latte with Nonfat Milk,Espresso Beverages,190,0,0,0,0,5,140,35,0,33,12,15,0,40,0
Starbucks,Venti Cascara Latte with Nonfat Milk,Espresso Beverages,240,5,0,0,0,10,190,44,0,42,15,20,0,50,2
Starbucks,Short Cascara Latte with Soy Milk,Espresso Beverages,120,25,3,0,0,0,65,19,1,17,5,6,0,20,6
Starbucks,Tall Cascara Latte with Soy Milk,Espresso Beverages,180,35,4,0.5,0,0,100,29,1,25,7,10,0,30,8
Starbucks,Grande Cascara Latte with Soy Milk,Espresso Beverages,240,45,5,0.5,0,0,125,39,1,33,9,15,0,40,10
Starbucks,Venti Cascara Latte with Soy Milk,Espresso Beverages,310,60,7,1,0,0,160,49,2,42,12,15,0,50,15
Starbucks,Short Cascara Latte with Whole Milk,Espresso Beverages,140,50,5,3,0,15,75,17,0,16,5,6,0,20,0
Starbucks,Tall Cascara Latte with Whole Milk,Espresso Beverages,210,80,9,5,0,25,115,26,0,25,9,8,0,30,0
Starbucks,Grande Cascara Latte with Whole Milk,Espresso Beverages,280,100,11,6,0,35,150,34,0,32,11,10,0,40,0
Starbucks,Venti Cascara Latte with Whole Milk,Espresso Beverages,360,130,14,8,0,45,190,43,0,41,14,15,0,50,2
Starbucks,Short Chestnut Praline Latte with 2% Milk,Espresso Beverages,130,30,3,2,0,15,75,19,0,18,6,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with 2% Milk,Espresso Beverages,200,45,5,3,0,20,120,29,0,28,9,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with 2% Milk,Espresso Beverages,260,60,6,4,0,25,150,39,0,36,11,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with 2% Milk,Espresso Beverages,330,70,8,5,0,35,200,49,0,46,15,NA,NA,NA,NA
Starbucks,Short Chestnut Praline Latte with Almond Milk,Espresso Beverages,90,25,3,0,0,0,75,15,1,13,1,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with Almond Milk,Espresso Beverages,140,40,4,0,0,0,120,22,1,19,2,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with Almond Milk,Espresso Beverages,180,50,6,0,0,0,150,29,2,25,3,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with Almond Milk,Espresso Beverages,230,70,7,0.5,0,0,190,36,2,32,3,NA,NA,NA,NA
Starbucks,Short Chestnut Praline Latte with Coconut Milk,Espresso Beverages,110,35,4,3.5,0,0,70,18,0,16,1,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with Coconut Milk,Espresso Beverages,160,50,6,6,0,0,110,26,0,24,1,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with Coconut Milk,Espresso Beverages,210,70,7,7,0,0,135,35,0,31,1,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with Coconut Milk,Espresso Beverages,270,90,10,9,0,0,180,44,0,40,2,NA,NA,NA,NA
Starbucks,Short Chestnut Praline Latte with Nonfat Milk,Espresso Beverages,100,0,0,0,0,5,65,20,0,18,6,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with Nonfat Milk,Espresso Beverages,160,0,0,0,0,5,110,30,0,28,9,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with Nonfat Milk,Espresso Beverages,210,0,0,0,0,5,135,39,0,36,11,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with Nonfat Milk,Espresso Beverages,260,5,0,0,0,10,180,50,0,46,15,NA,NA,NA,NA
Starbucks,Short Chestnut Praline Latte with Soy Milk,Espresso Beverages,130,20,2,0,0,0,60,21,1,18,5,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with Soy Milk,Espresso Beverages,200,35,4,0.5,0,0,95,33,1,28,7,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with Soy Milk,Espresso Beverages,260,45,5,0.5,0,0,115,43,1,36,9,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with Soy Milk,Espresso Beverages,330,60,6,1,0,0,150,55,2,46,12,NA,NA,NA,NA
Starbucks,Short Chestnut Praline Latte with Whole Milk,Espresso Beverages,150,45,5,3,0,15,70,19,0,18,5,NA,NA,NA,NA
Starbucks,Tall Chestnut Praline Latte with Whole Milk,Espresso Beverages,230,80,8,5,0,25,110,29,0,28,8,NA,NA,NA,NA
Starbucks,Grande Chestnut Praline Latte with Whole Milk,Espresso Beverages,290,90,10,6,0,30,135,39,0,36,11,NA,NA,NA,NA
Starbucks,Venti Chestnut Praline Latte with Whole Milk,Espresso Beverages,380,120,14,8,0,40,180,49,0,46,14,NA,NA,NA,NA
Starbucks,Short Chile Mocha with 2% Milk,Espresso Beverages,130,35,4,2.5,0,15,90,17,1,16,6,6,0,20,4
Starbucks,Tall Chile Mocha with 2% Milk,Espresso Beverages,210,50,6,3.5,0,20,140,30,1,28,10,10,0,35,6
Starbucks,Grande Chile Mocha with 2% Milk,Espresso Beverages,280,70,7,4.5,0,25,170,42,2,38,12,15,2,40,10
Starbucks,Venti Chile Mocha with 2% Milk,Espresso Beverages,370,90,10,6,0,35,220,54,2,50,16,15,2,50,15
Starbucks,Short Chile Mocha with Nonfat Milk,Espresso Beverages,100,5,0,0,0,5,80,17,1,16,6,8,0,20,4
Starbucks,Tall Chile Mocha with Nonfat Milk,Espresso Beverages,170,5,1,0,0,5,125,30,1,28,10,10,0,35,6
Starbucks,Grande Chile Mocha with Nonfat Milk,Espresso Beverages,230,10,1,0.5,0,5,150,42,2,38,13,15,0,40,10
Starbucks,Venti Chile Mocha with Nonfat Milk,Espresso Beverages,300,10,2,1,0,10,200,55,2,50,16,20,0,50,15
Starbucks,Short Chile Mocha with Soy Milk,Espresso Beverages,130,25,3,0.5,0,0,75,20,1,16,5,8,0,20,8
Starbucks,Tall Chile Mocha with Soy Milk,Espresso Beverages,210,40,5,1,0,0,110,33,2,28,8,10,0,30,15
Starbucks,Grande Chile Mocha with Soy Milk,Espresso Beverages,280,50,6,1,0,0,135,46,3,38,10,15,0,40,20
Starbucks,Venti Chile Mocha with Soy Milk,Espresso Beverages,370,70,8,1.5,0,0,170,60,4,50,13,15,0,50,25
Starbucks,Short Chile Mocha with Whole Milk,Espresso Beverages,140,50,6,3.5,0,15,80,17,1,16,6,6,0,20,4
Starbucks,Tall Chile Mocha with Whole Milk,Espresso Beverages,240,80,9,5,0,25,125,30,1,28,9,10,0,30,6
Starbucks,Grande Chile Mocha with Whole Milk,Espresso Beverages,320,100,12,7,0,35,160,42,2,38,12,10,0,40,10
Starbucks,Venti Chile Mocha with Whole Milk,Espresso Beverages,420,140,15,9,0,45,200,54,2,50,15,15,0,50,15
Starbucks,Tall Christmas Tree Frappuccino Blended Creme with 2% Milk,Espresso Beverages,310,150,17,11,0.5,55,0,36,1,35,4,NA,NA,NA,NA
Starbucks,Grande Christmas Tree Frappuccino Blended Creme with 2% Milk,Espresso Beverages,410,180,20,12,0.5,60,0,53,1,50,6,NA,NA,NA,NA
Starbucks,Venti Christmas Tree Frappuccino Blended Creme with 2% Milk,Espresso Beverages,480,160,18,11,0.5,55,0,71,2,68,8,NA,NA,NA,NA
Starbucks,Short Cinnamon Dolce Latte with 2% Milk,Espresso Beverages,130,30,3,1.5,0,15,75,20,0,19,6,6,0,20,0
Starbucks,Tall Cinnamon Dolce Latte with 2% Milk,Espresso Beverages,200,45,5,2.5,0,20,125,30,0,29,9,10,0,30,0
Starbucks,Grande Cinnamon Dolce Latte with 2% Milk,Espresso Beverages,260,60,6,3,0,25,150,40,0,38,11,10,2,40,0
Starbucks,Venti Cinnamon Dolce Latte with 2% Milk,Espresso Beverages,330,70,8,4,0,35,200,50,0,48,15,15,2,50,0
Starbucks,Short Cinnamon Dolce Latte with Almond Milk,Espresso Beverages,90,25,3,0,0,0,75,16,1,14,1,6,0,20,2
Starbucks,Tall Cinnamon Dolce Latte with Almond Milk,Espresso Beverages,140,40,5,0,0,0,120,23,1,21,2,10,0,35,2
Starbucks,Grande Cinnamon Dolce Latte with Almond Milk,Espresso Beverages,180,50,6,0,0,0,150,31,2,27,3,15,0,40,2
Starbucks,Venti Cinnamon Dolce Latte with Almond Milk,Espresso Beverages,230,70,7,0.5,0,0,200,39,2,35,3,20,0,60,2
Starbucks,Short Cinnamon Dolce Latte with Coconut Milk,Espresso Beverages,110,35,4,3.5,0,0,70,18,0,17,1,6,0,15,0
Starbucks,Tall Cinnamon Dolce Latte with Coconut Milk,Espresso Beverages,170,50,6,6,0,0,110,27,0,26,1,10,0,25,0
Starbucks,Grande Cinnamon Dolce Latte with Coconut Milk,Espresso Beverages,220,70,7,7,0,0,140,36,0,33,1,15,0,30,0
Starbucks,Venti Cinnamon Dolce Latte with Coconut Milk,Espresso Beverages,280,90,10,9,0,0,180,45,0,42,2,20,0,40,0
Starbucks,Short Cinnamon Dolce Latte with Nonfat Milk,Espresso Beverages,100,0,0,0,0,5,70,20,0,19,6,6,0,20,0
Starbucks,Tall Cinnamon Dolce Latte with Nonfat Milk,Espresso Beverages,160,0,0,0,0,5,110,31,0,30,9,10,0,30,0
Starbucks,Grande Cinnamon Dolce Latte with Nonfat Milk,Espresso Beverages,210,0,0,0,0,5,135,40,0,38,11,15,0,40,0
Starbucks,Venti Cinnamon Dolce Latte with Nonfat Milk,Espresso Beverages,270,5,0,0,0,10,180,51,0,49,15,15,0,50,0
Starbucks,Short Cinnamon Dolce Latte with Soy Milk,Espresso Beverages,130,20,3,0,0,0,60,22,1,19,5,6,0,20,4
Starbucks,Tall Cinnamon Dolce Latte with Soy Milk,Espresso Beverages,200,35,4,0.5,0,0,95,34,1,30,7,10,0,30,8
Starbucks,Grande Cinnamon Dolce Latte with Soy Milk,Espresso Beverages,260,45,5,0.5,0,0,120,44,1,38,9,10,0,35,10
Starbucks,Venti Cinnamon Dolce Latte with Soy Milk,Espresso Beverages,330,60,6,1,0,0,160,56,2,49,12,15,0,50,15
Starbucks,Short Cinnamon Dolce Latte with Whole Milk,Espresso Beverages,150,45,5,3,0,15,70,20,0,19,5,6,0,20,0
Starbucks,Tall Cinnamon Dolce Latte with Whole Milk,Espresso Beverages,230,80,8,5,0,25,110,30,0,29,8,8,0,30,0
Starbucks,Grande Cinnamon Dolce Latte with Whole Milk,Espresso Beverages,300,90,10,6,0,30,140,40,0,38,11,10,0,35,0
Starbucks,Venti Cinnamon Dolce Latte with Whole Milk,Espresso Beverages,380,120,14,8,0,40,180,50,0,48,14,14,0,50,0
Starbucks,Short Coconut Milk Mocha Macchiato,Espresso Beverages,140,50,6,5,0,5,95,21,0,20,2,6,0,15,2
Starbucks,Tall Coconut Milk Mocha Macchiato,Espresso Beverages,180,70,8,7,0,5,130,27,0,24,2,10,0,25,2
Starbucks,Grande Coconut Milk Mocha Macchiato,Espresso Beverages,210,90,10,8,0,5,160,30,0,27,2,15,0,30,2
Starbucks,Venti Coconut Milk Mocha Macchiato,Espresso Beverages,300,110,13,11,0,5,220,44,0,40,4,15,0,40,2
Starbucks,Short Cordusio with 2% Milk,Espresso Beverages,120,30,4,2,0,10,70,15,1,12,6,NA,NA,NA,NA
Starbucks,Tall Cordusio with 2% Milk,Espresso Beverages,170,50,6,3.5,0,20,120,20,1,17,9,NA,NA,NA,NA
Starbucks,Grande Cordusio with 2% Milk,Espresso Beverages,230,60,7,4.5,0,25,140,30,2,24,12,NA,NA,NA,NA
Starbucks,Venti Cordusio with 2% Milk,Espresso Beverages,330,90,10,6,0,30,190,44,3,36,17,NA,NA,NA,NA
Starbucks,Short Cordusio with Almond Milk,Espresso Beverages,80,30,3,0.5,0,0,70,11,2,7,2,NA,NA,NA,NA
Starbucks,Tall Cordusio with Almond Milk,Espresso Beverages,110,45,5,0.5,0,0,115,13,2,9,3,NA,NA,NA,NA
Starbucks,Grande Cordusio with Almond Milk,Espresso Beverages,160,60,6,1,0,0,135,22,3,14,4,NA,NA,NA,NA
Starbucks,Venti Cordusio with Almond Milk,Espresso Beverages,240,80,9,2,0,0,190,34,5,23,6,NA,NA,NA,NA
Starbucks,Short Cordusio with Coconut Milk,Espresso Beverages,100,35,4,3.5,0,0,65,13,1,10,2,NA,NA,NA,NA
Starbucks,Tall Cordusio with Coconut Milk,Espresso Beverages,130,60,6,6,0,0,110,17,1,13,2,NA,NA,NA,NA
Starbucks,Grande Cordusio with Coconut Milk,Espresso Beverages,190,70,8,7,0,0,125,26,2,20,3,NA,NA,NA,NA
Starbucks,Venti Cordusio with Coconut Milk,Espresso Beverages,280,100,11,10,0,0,170,39,3,30,4,NA,NA,NA,NA
Starbucks,Short Cordusio with Nonfat Milk,Espresso Beverages,90,5,1,0,0,5,65,15,1,12,6,NA,NA,NA,NA
Starbucks,Tall Cordusio with Nonfat Milk,Espresso Beverages,130,5,1,0,0,5,105,20,1,17,10,NA,NA,NA,NA
Starbucks,Grande Cordusio with Nonfat Milk,Espresso Beverages,180,15,2,1,0,5,125,30,2,24,12,NA,NA,NA,NA
Starbucks,Venti Cordusio with Nonfat Milk,Espresso Beverages,270,20,3,1.5,0,10,170,45,3,37,17,NA,NA,NA,NA
Starbucks,Short Cordusio with Soy Milk,Espresso Beverages,120,30,3,0.5,0,0,60,18,2,13,6,NA,NA,NA,NA
Starbucks,Tall Cordusio with Soy Milk,Espresso Beverages,180,45,5,1,0,0,105,25,2,19,9,NA,NA,NA,NA
Starbucks,Grande Cordusio with Soy Milk,Espresso Beverages,250,60,6,1.5,0,0,120,36,3,26,11,NA,NA,NA,NA
Starbucks,Venti Cordusio with Soy Milk,Espresso Beverages,360,80,9,2,0,0,170,52,5,39,15,NA,NA,NA,NA
Starbucks,Short Cordusio with Whole Milk,Espresso Beverages,130,50,5,3,0,15,65,15,1,12,6,NA,NA,NA,NA
Starbucks,Tall Cordusio with Whole Milk,Espresso Beverages,200,80,9,5,0,25,110,20,1,17,9,NA,NA,NA,NA
Starbucks,Grande Cordusio with Whole Milk,Espresso Beverages,260,100,11,6,0,30,130,30,2,24,12,NA,NA,NA,NA
Starbucks,Venti Cordusio with Whole Milk,Espresso Beverages,380,140,15,9,0,40,180,44,3,36,16,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with 2% Milk,Espresso Beverages,230,90,10,6,0,75,125,28,0,26,8,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with 2% Milk,Espresso Beverages,370,140,16,10,0.5,115,200,45,1,42,13,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with 2% Milk,Espresso Beverages,470,180,20,12,0.5,145,250,57,1,52,17,NA,NA,NA,NA
Starbucks,Venti Eggnog Latte with 2% Milk,Espresso Beverages,620,240,26,16,1,190,330,74,1,68,22,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with Almond Milk,Espresso Beverages,220,90,10,5,0,65,120,27,1,24,7,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with Almond Milk,Espresso Beverages,350,140,16,9,0,110,190,42,1,38,11,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with Almond Milk,Espresso Beverages,440,180,19,11,0.5,135,240,53,1,47,14,NA,NA,NA,NA
Starbucks,Venti Eggnog Latte with Almond Milk,Espresso Beverages,570,230,26,14,0.5,180,320,69,2,63,18,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with Coconut Milk,Espresso Beverages,220,90,10,7,0,65,120,27,0,25,7,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with Coconut Milk,Espresso Beverages,360,150,16,11,0,110,190,43,1,40,10,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with Coconut Milk,Espresso Beverages,450,180,20,13,0.5,135,240,55,1,50,13,NA,NA,NA,NA
Starbucks,Venti Eggnog Latte with Coconut Milk,Espresso Beverages,590,240,27,17,0.5,180,310,72,1,65,17,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with Nonfat Milk,Espresso Beverages,230,80,9,5,0,70,120,28,0,26,8,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with Nonfat Milk,Espresso Beverages,360,130,14,9,0,110,190,45,1,42,13,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with Nonfat Milk,Espresso Beverages,450,160,18,11,0.5,140,240,57,1,52,17,NA,NA,NA,NA
Starbucks,Venti Eggnog Latte with Nonfat Milk,Espresso Beverages,590,210,23,14,1,180,320,74,1,68,22,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with Soy Milk,Espresso Beverages,240,90,10,5,0,65,120,29,1,26,8,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with Soy Milk,Espresso Beverages,370,140,16,9,0,110,190,46,1,42,13,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with Soy Milk,Espresso Beverages,470,170,19,11,0.5,135,240,58,1,52,16,NA,NA,NA,NA
