Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Starbucks,Venti Eggnog Latte with Soy Milk,Espresso Beverages,620,230,26,14,0.5,180,310,76,2,68,21,NA,NA,NA,NA
Starbucks,Short Eggnog Latte with Whole Milk,Espresso Beverages,240,100,11,6,0,75,120,28,0,26,8,NA,NA,NA,NA
Starbucks,Tall Eggnog Latte with Whole Milk,Espresso Beverages,380,160,17,10,0.5,120,190,45,1,42,13,NA,NA,NA,NA
Starbucks,Grande Eggnog Latte with Whole Milk,Espresso Beverages,480,190,21,13,0.5,150,240,57,1,52,17,NA,NA,NA,NA
Starbucks,Venti Eggnog Latte with Whole Milk,Espresso Beverages,630,250,28,17,1,195,320,74,1,68,22,NA,NA,NA,NA
Starbucks,Solo Espresso,Espresso Beverages,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso,Espresso Beverages,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso,Espresso Beverages,15,0,0,0,0,0,0,3,0,0,2,0,0,0,0
Starbucks,Quad Espresso,Espresso Beverages,20,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Solo Espresso Con Panna,Espresso Beverages,30,20,3,1.5,0,10,0,2,0,1,0,2,0,0,0
Starbucks,Doppio Espresso Con Panna,Espresso Beverages,35,20,3,1.5,0,10,0,3,0,1,0,2,0,0,0
Starbucks,Triple Espresso Con Panna,Espresso Beverages,40,20,3,1.5,0,10,0,4,0,1,1,2,0,0,0
Starbucks,Quad Espresso Con Panna,Espresso Beverages,50,20,3,1.5,0,10,0,5,0,1,2,2,0,0,0
Starbucks,Solo Espresso Macchiato with 2% Milk,Espresso Beverages,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso Macchiato with 2% Milk,Espresso Beverages,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso Macchiato with 2% Milk,Espresso Beverages,20,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Starbucks,Quad Espresso Macchiato with 2% Milk,Espresso Beverages,25,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Solo Espresso Macchiato with Coconut Milk,Espresso Beverages,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso Macchiato with Coconut Milk,Espresso Beverages,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso Macchiato with Coconut Milk,Espresso Beverages,20,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Starbucks,Quad Espresso Macchiato with Coconut Milk,Espresso Beverages,25,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Solo Espresso Macchiato with Nonfat Milk,Espresso Beverages,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso Macchiato with Nonfat Milk,Espresso Beverages,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso Macchiato with Nonfat Milk,Espresso Beverages,20,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Starbucks,Quad Espresso Macchiato with Nonfat Milk,Espresso Beverages,25,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Solo Espresso Macchiato with Soy Milk,Espresso Beverages,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso Macchiato with Soy Milk,Espresso Beverages,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso Macchiato with Soy Milk,Espresso Beverages,20,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Starbucks,Quad Espresso Macchiato with Soy Milk,Espresso Beverages,25,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Solo Espresso Macchiato with Whole Milk,Espresso Beverages,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starbucks,Doppio Espresso Macchiato with Whole Milk,Espresso Beverages,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Starbucks,Triple Espresso Macchiato with Whole Milk,Espresso Beverages,20,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Starbucks,Quad Espresso Macchiato with Whole Milk,Espresso Beverages,25,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Starbucks,Short Flat White with 2% Milk,Espresso Beverages,90,30,4,2,0,15,80,9,0,8,6,6,0,20,0
Starbucks,Tall Flat White with 2% Milk,Espresso Beverages,140,50,5,3.5,0,20,130,14,0,13,9,10,0,35,0
Starbucks,Grande Flat White with 2% Milk,Espresso Beverages,180,60,7,4.5,0,30,160,18,0,17,12,15,2,40,0
Starbucks,Venti Flat White with 2% Milk,Espresso Beverages,240,80,9,6,0,35,220,24,0,22,16,15,2,60,0
Starbucks,Short Flat White with Almond Milk,Espresso Beverages,50,25,3,0,0,0,75,5,1,2,1,6,0,20,2
Starbucks,Tall Flat White with Almond Milk,Espresso Beverages,70,40,5,0,0,0,120,7,1,4,2,10,0,35,2
Starbucks,Grande Flat White with Almond Milk,Espresso Beverages,100,50,6,0,0,0,160,9,2,5,3,15,0,45,2
Starbucks,Venti Flat White with Almond Milk,Espresso Beverages,120,70,8,0.5,0,0,210,11,2,7,4,20,0,60,4
Starbucks,Short Flat White with Coconut Milk,Espresso Beverages,60,35,4,3.5,0,0,70,7,0,5,1,6,0,15,0
Starbucks,Tall Flat White with Coconut Milk,Espresso Beverages,100,60,6,6,0,0,110,11,0,9,1,10,0,25,0
Starbucks,Grande Flat White with Coconut Milk,Espresso Beverages,130,70,8,7,0,0,140,14,0,11,1,15,0,30,0
Starbucks,Venti Flat White with Coconut Milk,Espresso Beverages,170,90,10,10,0,0,190,18,0,15,2,20,0,40,0
Starbucks,Short Flat White with Nonfat Milk,Espresso Beverages,60,0,0,0,0,5,70,9,0,8,6,6,0,20,0
Starbucks,Tall Flat White with Nonfat Milk,Espresso Beverages,100,0,0,0,0,5,115,15,0,13,10,10,0,35,0
Starbucks,Grande Flat White with Nonfat Milk,Espresso Beverages,130,5,0,0,0,5,150,19,0,18,12,15,0,45,0
Starbucks,Venti Flat White with Nonfat Milk,Espresso Beverages,170,5,0,0,0,10,190,24,0,23,16,20,0,60,0
Starbucks,Short Flat White with Soy Milk,Espresso Beverages,90,25,3,0,0,0,65,12,1,9,5,6,0,20,6
Starbucks,Tall Flat White with Soy Milk,Espresso Beverages,140,40,4,0.5,0,0,100,18,1,14,8,10,0,30,8
Starbucks,Grande Flat White with Soy Milk,Espresso Beverages,190,50,5,0.5,0,0,130,24,1,18,10,15,0,40,10
Starbucks,Venti Flat White with Soy Milk,Espresso Beverages,240,60,7,1,0,0,170,30,2,23,13,20,0,50,15
Starbucks,Short Flat White with Whole Milk,Espresso Beverages,110,50,5,3,0,15,70,9,0,8,6,6,0,20,0
Starbucks,Tall Flat White with Whole Milk,Espresso Beverages,170,80,9,5,0,25,115,14,0,13,9,8,0,30,0
Starbucks,Grande Flat White with Whole Milk,Espresso Beverages,220,100,11,7,0,35,150,18,0,17,12,10,0,40,0
Starbucks,Venti Flat White with Whole Milk,Espresso Beverages,290,130,15,9,0,45,200,24,0,22,15,15,0,50,0
Starbucks,Short Holiday Spice Flat White with 2% Milk,Espresso Beverages,130,30,4,2,0,15,80,18,0,17,6,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with 2% Milk,Espresso Beverages,180,50,5,3.5,0,20,130,23,0,22,9,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with 2% Milk,Espresso Beverages,240,60,7,4.5,0,30,160,32,0,30,12,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with 2% Milk,Espresso Beverages,290,80,9,6,0,35,220,37,0,35,16,NA,NA,NA,NA
Starbucks,Short Holiday Spice Flat White with Almond Milk,Espresso Beverages,80,25,3,0,0,0,75,13,1,11,2,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with Almond Milk,Espresso Beverages,110,40,5,0,0,0,120,16,2,12,2,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with Almond Milk,Espresso Beverages,150,50,6,0,0,0,160,22,2,18,3,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with Almond Milk,Espresso Beverages,180,70,8,0.5,0,0,210,25,2,19,4,NA,NA,NA,NA
Starbucks,Short Holiday Spice Flat White with Coconut Milk,Espresso Beverages,100,35,4,3.5,0,0,70,16,0,14,1,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with Coconut Milk,Espresso Beverages,140,60,6,6,0,0,110,19,0,17,1,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with Coconut Milk,Espresso Beverages,180,70,8,7,0,0,140,27,1,24,1,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with Coconut Milk,Espresso Beverages,220,90,10,10,0,0,190,31,1,28,2,NA,NA,NA,NA
Starbucks,Short Holiday Spice Flat White with Nonfat Milk,Espresso Beverages,100,0,0,0,0,5,70,18,0,17,6,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with Nonfat Milk,Espresso Beverages,130,0,0,0,0,5,115,24,0,22,10,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with Nonfat Milk,Espresso Beverages,180,5,0,0,0,5,150,32,0,30,12,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with Nonfat Milk,Espresso Beverages,220,5,0,0,0,10,190,38,0,35,16,NA,NA,NA,NA
Starbucks,Short Holiday Spice Flat White with Soy Milk,Espresso Beverages,120,25,3,0,0,0,60,20,1,17,5,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with Soy Milk,Espresso Beverages,180,35,4,0.5,0,0,100,27,1,22,8,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with Soy Milk,Espresso Beverages,240,50,5,0.5,0,0,130,36,2,30,10,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with Soy Milk,Espresso Beverages,290,60,7,1,0,0,170,43,2,36,13,NA,NA,NA,NA
Starbucks,Short Holiday Spice Flat White with Whole Milk,Espresso Beverages,140,50,5,3,0,15,70,18,0,17,6,NA,NA,NA,NA
Starbucks,Tall Holiday Spice Flat White with Whole Milk,Espresso Beverages,210,80,9,5,0,25,115,23,0,22,9,NA,NA,NA,NA
Starbucks,Grande Holiday Spice Flat White with Whole Milk,Espresso Beverages,280,100,11,7,0,35,150,32,0,30,12,NA,NA,NA,NA
Starbucks,Venti Holiday Spice Flat White with Whole Milk,Espresso Beverages,340,130,15,9,0,45,200,37,0,35,15,NA,NA,NA,NA
Starbucks,Short Latte Macchiato with 2% Milk,Espresso Beverages,90,30,4,2,0,15,80,9,0,8,6,6,0,20,0
Starbucks,Tall Latte Macchiato with 2% Milk,Espresso Beverages,140,50,5,3.5,0,20,130,15,0,13,9,10,0,35,0
Starbucks,Grande Latte Macchiato with 2% Milk,Espresso Beverages,190,60,7,4.5,0,30,160,19,0,17,12,15,2,40,0
Starbucks,Venti Latte Macchiato with 2% Milk,Espresso Beverages,240,80,9,6,0,35,210,24,0,22,16,15,2,50,0
Starbucks,Short Latte Macchiato with Almond Milk,Espresso Beverages,130,35,4,1,0,0,75,21,3,17,2,6,0,20,15
Starbucks,Tall Latte Macchiato with Almond Milk,Espresso Beverages,190,50,6,1.5,0,0,115,30,4,23,4,10,0,35,20
Starbucks,Grande Latte Macchiato with Almond Milk,Espresso Beverages,240,70,8,2,0,0,150,38,5,29,5,15,0,45,30
Starbucks,Venti Latte Macchiato with Almond Milk,Espresso Beverages,320,90,10,2.5,0,0,190,51,7,40,6,20,0,60,35
Starbucks,Short Latte Macchiato with Nonfat Milk,Espresso Beverages,60,0,0,0,0,5,70,10,0,8,6,6,0,20,0
Starbucks,Tall Latte Macchiato with Nonfat Milk,Espresso Beverages,100,0,0,0,0,5,115,15,0,13,10,10,0,35,0
Starbucks,Grande Latte Macchiato with Nonfat Milk,Espresso Beverages,130,0,0,0,0,5,150,19,0,17,12,15,0,45,0
Starbucks,Venti Latte Macchiato with Nonfat Milk,Espresso Beverages,170,5,0,0,0,10,190,25,0,23,16,20,0,60,0
Starbucks,Short Latte Macchiato with Soy Milk,Espresso Beverages,90,25,3,0,0,0,60,12,1,8,5,6,0,20,6
Starbucks,Tall Latte Macchiato with Soy Milk,Espresso Beverages,140,35,4,0.5,0,0,100,18,1,13,8,10,0,30,8
Starbucks,Grande Latte Macchiato with Soy Milk,Espresso Beverages,180,45,5,0.5,0,0,125,23,1,17,10,15,0,40,10
Starbucks,Venti Latte Macchiato with Soy Milk,Espresso Beverages,240,60,7,1,0,0,170,30,2,23,13,15,0,50,15
Starbucks,Short Latte Macchiato with Whole Milk,Espresso Beverages,110,50,5,3,0,15,70,9,0,8,6,6,0,20,0
Starbucks,Tall Latte Macchiato with Whole Milk,Espresso Beverages,170,80,9,5,0,25,115,15,0,13,9,8,0,30,0
Starbucks,Grande Latte Macchiato with Whole Milk,Espresso Beverages,220,100,11,6,0,35,150,19,0,17,12,10,0,40,0
Starbucks,Venti Latte Macchiato with Whole Milk,Espresso Beverages,290,130,15,8,0,45,200,24,0,22,15,15,0,50,0
Starbucks,Short Maple Pecan Latte with 2% Milk,Espresso Beverages,180,45,5,3,0,20,140,26,0,23,6,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with 2% Milk,Espresso Beverages,270,70,8,5,0,30,220,39,0,35,9,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with 2% Milk,Espresso Beverages,340,90,10,6,0,35,280,51,0,45,12,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with 2% Milk,Espresso Beverages,430,120,13,8,0,50,360,63,0,56,15,NA,NA,NA,NA
Starbucks,Short Maple Pecan Latte with Almond Milk,Espresso Beverages,130,40,5,1.5,0,5,140,22,1,18,2,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with Almond Milk,Espresso Beverages,200,60,7,2,0,10,210,32,1,26,2,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with Almond Milk,Espresso Beverages,260,80,9,2.5,0,10,270,42,2,34,3,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with Almond Milk,Espresso Beverages,330,110,12,3.5,0,15,350,51,2,42,4,NA,NA,NA,NA
Starbucks,Short Maple Pecan Latte with Coconut Milk,Espresso Beverages,150,50,6,4.5,0,5,130,24,0,21,1,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with Coconut Milk,Espresso Beverages,230,80,9,7,0,10,200,35,0,31,1,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with Coconut Milk,Espresso Beverages,290,100,11,9,0,10,260,46,0,40,2,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with Coconut Milk,Espresso Beverages,370,130,14,12,0,15,330,57,0,50,2,NA,NA,NA,NA
Starbucks,Short Maple Pecan Latte with Nonfat Milk,Espresso Beverages,150,15,2,1,0,10,135,27,0,24,6,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with Nonfat Milk,Espresso Beverages,220,25,3,2,0,15,200,39,0,35,10,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with Nonfat Milk,Espresso Beverages,290,35,4,2.5,0,15,260,51,0,45,12,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with Nonfat Milk,Espresso Beverages,360,45,5,3,0,20,340,64,0,57,16,NA,NA,NA,NA
Starbucks,Short Maple Pecan Latte with Soy Milk,Espresso Beverages,180,40,5,1.5,0,5,125,29,1,24,5,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with Soy Milk,Espresso Beverages,260,60,7,2,0,10,190,42,1,35,8,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with Soy Milk,Espresso Beverages,340,80,9,3,0,10,240,55,1,45,10,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with Soy Milk,Espresso Beverages,430,100,11,3.5,0,15,310,69,2,57,13,NA,NA,NA,NA
Starbucks,Short Maple Pecan Latte with Whole Milk,Espresso Beverages,200,70,7,4.5,0,20,135,26,0,23,6,NA,NA,NA,NA
Starbucks,Tall Maple Pecan Latte with Whole Milk,Espresso Beverages,290,100,11,7,0,35,210,39,0,35,9,NA,NA,NA,NA
Starbucks,Grande Maple Pecan Latte with Whole Milk,Espresso Beverages,380,130,14,8,0,45,270,51,0,45,11,NA,NA,NA,NA
Starbucks,Venti Maple Pecan Latte with Whole Milk,Espresso Beverages,480,170,19,11,0.5,55,340,63,0,56,15,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with 2% Milk,Espresso Beverages,46,90,10,6,0,30,180,76,5,66,16,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with 2% Milk,Espresso Beverages,180,35,4,2.5,0,10,65,30,2,26,6,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with 2% Milk,Espresso Beverages,280,60,6,4,0,20,110,45,3,40,10,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with 2% Milk,Espresso Beverages,360,70,8,5,0,20,130,60,4,52,12,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with Almond Milk,Espresso Beverages,150,30,4,1,0,0,65,26,3,21,3,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with Almond Milk,Espresso Beverages,220,50,6,1.5,0,0,105,39,4,32,4,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with Almond Milk,Espresso Beverages,290,60,7,2,0,0,125,53,5,43,5,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with Almond Milk,Espresso Beverages,370,80,9,2.5,0,0,170,66,7,54,6,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with Coconut Milk,Espresso Beverages,160,40,4,3.5,0,0,60,28,2,24,2,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with Coconut Milk,Espresso Beverages,240,60,7,6,0,0,95,43,3,36,3,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with Coconut Milk,Espresso Beverages,320,80,8,7,0,0,115,57,4,48,4,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with Coconut Milk,Espresso Beverages,400,100,11,9,0,0,160,71,5,60,5,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with Nonfat Milk,Espresso Beverages,160,10,2,1,0,5,60,30,2,26,6,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with Nonfat Milk,Espresso Beverages,240,20,2,1,0,5,95,46,3,40,10,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with Nonfat Milk,Espresso Beverages,320,25,3,1.5,0,5,120,60,4,52,12,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with Nonfat Milk,Espresso Beverages,400,30,4,2,0,5,160,76,5,66,16,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with Soy Milk,Espresso Beverages,180,30,3,1,0,0,50,32,2,26,5,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with Soy Milk,Espresso Beverages,280,45,5,1.5,0,0,85,48,4,40,8,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with Soy Milk,Espresso Beverages,360,60,7,2,0,0,105,64,5,52,11,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with Soy Milk,Espresso Beverages,460,80,9,2.5,0,0,140,80,6,66,14,NA,NA,NA,NA
Starbucks,Short Peppermint Mocha with Whole Milk,Espresso Beverages,190,50,6,3,0,15,60,30,2,26,6,NA,NA,NA,NA
Starbucks,Tall Peppermint Mocha with Whole Milk,Espresso Beverages,300,80,9,5,0,20,100,45,3,40,9,NA,NA,NA,NA
Starbucks,Grande Peppermint Mocha with Whole Milk,Espresso Beverages,390,100,11,6,0,25,120,60,4,52,12,NA,NA,NA,NA
Starbucks,Venti Peppermint Mocha with Whole Milk,Espresso Beverages,500,130,15,8,0,35,160,76,5,66,15,NA,NA,NA,NA
Starbucks,Tall Pumpkin Spice Chai Tea Latte with 2% Milk,Espresso Beverages,220,30,4,2,0,15,135,40,0,40,7,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with 2% Milk,Espresso Beverages,290,40,5,2.5,0,20,180,54,0,53,10,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with 2% Milk,Espresso Beverages,360,50,5,3.5,0,25,230,67,0,66,12,0,0,0,0
Starbucks,Tall Pumpkin Spice Chai Tea Latte with Almond Milk,Espresso Beverages,180,25,3,0,0,0,135,36,1,34,3,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with Almond Milk,Espresso Beverages,240,35,4,0,0,0,180,48,1,46,4,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with Almond Milk,Espresso Beverages,300,40,5,0,0,0,220,60,1,57,5,0,0,0,0
Starbucks,Tall Pumpkin Spice Chai Tea Latte with Coconut Milk,Espresso Beverages,190,35,4,3.5,0,0,130,38,0,37,2,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with Coconut Milk,Espresso Beverages,260,45,5,4.5,0,0,170,51,0,49,3,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with Coconut Milk,Espresso Beverages,320,60,6,6,0,0,210,64,0,62,4,0,0,0,0
Starbucks,Tall Pumpkin Spice Chai Tea Latte with Nonfat Milk,Espresso Beverages,190,5,0,0,0,5,130,41,0,40,7,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with Nonfat Milk,Espresso Beverages,260,5,0,0,0,5,170,54,0,53,10,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with Nonfat Milk,Espresso Beverages,320,5,0,0,0,5,210,68,0,66,12,0,0,0,0
Starbucks,Tall Pumpkin Spice Chai Tea Latte with Soy Milk,Espresso Beverages,220,25,3,0,0,0,120,43,1,40,6,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with Soy Milk,Espresso Beverages,290,30,4,0,0,0,160,56,1,53,8,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with Soy Milk,Espresso Beverages,360,40,5,0.5,0,0,200,71,1,66,10,0,0,0,0
Starbucks,Tall Pumpkin Spice Chai Tea Latte with Whole Milk,Espresso Beverages,240,50,5,3,0,15,130,40,0,40,7,0,0,0,0
Starbucks,Grande Pumpkin Spice Chai Tea Latte with Whole Milk,Espresso Beverages,310,60,7,4,0,20,170,54,0,53,9,0,0,0,0
Starbucks,Venti Pumpkin Spice Chai Tea Latte with Whole Milk,Espresso Beverages,390,80,9,5,0,30,220,67,0,66,12,0,0,0,0
Starbucks,Short Pumpkin Spice Latte with 2% Milk,Espresso Beverages,160,30,4,2,0,15,115,25,0,24,7,6,0,25,0
Starbucks,Tall Pumpkin Spice Latte with 2% Milk,Espresso Beverages,240,45,5,3.5,0,20,180,38,0,37,11,10,2,40,0
Starbucks,Grande Pumpkin Spice Latte with 2% Milk,Espresso Beverages,310,60,7,4,0,25,230,50,0,48,14,15,2,50,0
Starbucks,Venti Pumpkin Spice Latte with 2% Milk,Espresso Beverages,400,80,9,5,0,35,300,64,0,62,18,20,2,60,0
Starbucks,Short Pumpkin Spice Latte with Nonfat Milk,Espresso Beverages,130,0,0,0,0,5,105,25,0,24,7,8,0,25,0
Starbucks,Tall Pumpkin Spice Latte with Nonfat Milk,Espresso Beverages,200,5,0,0,0,5,170,39,0,38,11,10,0,40,0
Starbucks,Grande Pumpkin Spice Latte with Nonfat Milk,Espresso Beverages,260,5,0,0,0,10,210,51,0,49,14,15,0,50,0
Starbucks,Venti Pumpkin Spice Latte with Nonfat Milk,Espresso Beverages,330,5,1,0,0,10,280,64,0,62,18,20,2,60,2
Starbucks,Short Pumpkin Spice Latte with Soy Milk,Espresso Beverages,160,25,3,0,0,0,100,27,1,24,6,6,0,25,6
Starbucks,Tall Pumpkin Spice Latte with Soy Milk,Espresso Beverages,240,35,4,0.5,0,0,150,42,1,38,9,10,0,35,8
Starbucks,Grande Pumpkin Spice Latte with Soy Milk,Espresso Beverages,310,45,5,0.5,0,0,200,55,1,49,12,15,0,45,10
Starbucks,Venti Pumpkin Spice Latte with Soy Milk,Espresso Beverages,400,60,7,1,0,0,250,69,2,62,15,20,2,60,15
Starbucks,Short Pumpkin Spice Latte with Whole Milk,Espresso Beverages,170,50,5,3,0,15,110,25,0,24,7,6,0,25,0
Starbucks,Tall Pumpkin Spice Latte with Whole Milk,Espresso Beverages,270,80,8,5,0,25,170,38,0,37,10,10,0,35,0
Starbucks,Grande Pumpkin Spice Latte with Whole Milk,Espresso Beverages,350,100,11,6,0,35,220,50,0,48,13,10,0,45,0
Starbucks,Venti Pumpkin Spice Latte with Whole Milk,Espresso Beverages,440,130,14,8,0,45,280,64,0,62,17,15,2,60,2
Starbucks,Short Salted Caramel Mocha with 2% Milk,Espresso Beverages,180,35,4,2.5,0,10,140,30,2,26,6,6,0,20,15
Starbucks,Tall Salted Caramel Mocha with 2% Milk,Espresso Beverages,280,60,6,4,0,20,220,46,3,40,10,8,0,30,20
Starbucks,Grande Salted Caramel Mocha with 2% Milk,Espresso Beverages,360,70,8,5,0,20,280,61,4,53,12,10,2,35,25
Starbucks,Venti Salted Caramel Mocha with 2% Milk,Espresso Beverages,460,100,11,6,0,30,360,77,5,67,16,15,2,45,35
Starbucks,Short Salted Caramel Mocha with Nonfat Milk,Espresso Beverages,160,15,2,1,0,5,135,31,2,26,6,6,0,20,15
Starbucks,Tall Salted Caramel Mocha with Nonfat Milk,Espresso Beverages,240,20,2,1,0,5,210,46,3,41,10,10,0,30,20
Starbucks,Grande Salted Caramel Mocha with Nonfat Milk,Espresso Beverages,320,25,3,1.5,0,5,270,61,4,53,13,10,0,35,25
Starbucks,Venti Salted Caramel Mocha with Nonfat Milk,Espresso Beverages,400,35,4,2,0,5,340,77,5,67,16,15,0,45,35
Starbucks,Short Salted Caramel Mocha with Whole Milk,Espresso Beverages,200,50,6,3.5,0,15,135,30,2,26,6,4,0,15,15
Starbucks,Tall Salted Caramel Mocha with Whole Milk,Espresso Beverages,300,80,9,5,0,25,210,46,3,40,9,8,0,25,20
Starbucks,Grande Salted Caramel Mocha with Whole Milk,Espresso Beverages,400,110,12,7,0,30,270,51,4,53,12,10,0,35,25
Starbucks,Venti Salted Caramel Mocha with Whole Milk,Espresso Beverages,500,140,15,9,0,35,350,77,5,67,16,10,0,45,35
Starbucks,Skinny Cinnamon Dolce Latte,Espresso Beverages,180,54,6,NA,NA,NA,NA,18,0,NA,12,NA,NA,NA,NA
Starbucks,Grande Skinny Mocha,Espresso Beverages,160,15,2,1,0,5,140,24,4,15,14,10,0,40,45
Starbucks,Short Toasted White Chocolate Mocha with 2% Milk,Espresso Beverages,170,35,4,2.5,0,15,180,27,0,25,6,NA,NA,NA,NA
Starbucks,Tall Toasted White Chocolate Mocha with 2% Milk,Espresso Beverages,260,60,6,4,0,20,280,42,0,38,10,NA,NA,NA,NA
Starbucks,Grande Toasted White Chocolate Mocha with 2% Milk,Espresso Beverages,340,70,8,5,0,25,360,55,0,49,13,NA,NA,NA,NA
Starbucks,Venti Toasted White Chocolate Mocha with 2% Milk,Espresso Beverages,440,90,10,6,0,35,460,69,0,62,17,NA,NA,NA,NA
Starbucks,Short Toasted White Chocolate Mocha with Almond Milk,Espresso Beverages,130,30,4,0.5,0,0,180,23,1,19,2,NA,NA,NA,NA
Starbucks,Tall Toasted White Chocolate Mocha with Almond Milk,Espresso Beverages,200,50,5,1,0,0,270,35,1,29,3,NA,NA,NA,NA
